date,sydney,melbourne,brisbane,adelaide,perth,agg
2019-04-17,152.69,140.46,106.93,116.17,89.23,132.39
2019-04-16,152.69,140.42,106.95,116.24,89.23,132.39
2019-04-15,152.68,140.44,106.92,116.29,89.27,132.39
2019-04-14,152.76,140.44,106.94,116.41,89.27,132.43
2019-04-13,152.82,140.47,106.92,116.41,89.3,132.47
2019-04-12,152.83,140.49,106.94,116.38,89.25,132.47
2019-04-11,152.85,140.34,106.99,116.36,89.31,132.46
2019-04-10,152.83,140.33,107.01,116.41,89.29,132.45
2019-04-09,152.82,140.41,107.06,116.39,89.29,132.47
2019-04-08,152.87,140.44,107.1,116.39,89.32,132.5
2019-04-07,152.91,140.52,107.13,116.42,89.35,132.55
2019-04-06,152.97,140.58,107.19,116.42,89.36,132.6
2019-04-05,152.99,140.64,107.2,116.41,89.44,132.64
2019-04-04,153.03,140.69,107.19,116.42,89.44,132.66
2019-04-03,153.07,140.71,107.2,116.42,89.45,132.69
2019-04-02,153.09,140.78,107.19,116.41,89.47,132.72
2019-04-01,153.17,140.85,107.21,116.43,89.45,132.76
2019-03-31,153.29,140.92,107.22,116.44,89.44,132.83
2019-03-30,153.36,141.03,107.18,116.44,89.47,132.88
2019-03-29,153.31,141.01,107.18,116.43,89.21,132.82
2019-03-28,153.3,140.93,107.2,116.46,89.2,132.8
2019-03-27,153.34,140.93,107.16,116.49,89.31,132.83
2019-03-26,153.36,141.08,107.21,116.52,89.39,132.89
2019-03-25,153.34,141.1,107.27,116.49,89.42,132.9
2019-03-24,153.46,141.15,107.28,116.49,89.42,132.97
2019-03-23,153.45,141.23,107.31,116.52,89.44,132.99
2019-03-22,153.56,141.27,107.32,116.5,89.63,133.08
2019-03-21,153.61,141.29,107.42,116.43,89.67,133.12
2019-03-20,153.56,141.3,107.47,116.45,89.59,133.1
2019-03-19,153.58,141.22,107.47,116.47,89.73,133.11
2019-03-18,153.63,141.33,107.48,116.45,89.75,133.17
2019-03-17,153.71,141.36,107.56,116.49,89.78,133.23
2019-03-16,153.77,141.46,107.55,116.49,89.74,133.27
2019-03-15,153.92,141.49,107.58,116.46,89.79,133.35
2019-03-14,153.96,141.56,107.62,116.49,89.79,133.39
2019-03-13,154.01,141.61,107.63,116.47,89.77,133.42
2019-03-12,153.98,141.59,107.68,116.47,89.73,133.41
2019-03-11,154.1,141.67,107.71,116.47,89.72,133.48
2019-03-10,154.2,141.71,107.74,116.61,89.75,133.55
2019-03-09,154.35,141.74,107.78,116.6,89.69,133.61
2019-03-08,154.36,141.8,107.74,116.6,89.71,133.62
2019-03-07,154.31,141.63,107.73,116.65,89.74,133.56
2019-03-06,154.27,141.64,107.71,116.69,89.73,133.55
2019-03-05,154.38,141.72,107.74,116.66,89.74,133.62
2019-03-04,154.34,141.69,107.72,116.69,89.73,133.59
2019-03-03,154.43,141.8,107.75,116.72,89.75,133.66
2019-03-02,154.49,141.85,107.74,116.69,89.78,133.69
2019-03-01,154.6,141.97,107.74,116.69,89.8,133.77
2019-02-28,154.65,142.04,107.75,116.71,89.81,133.81
2019-02-27,154.69,142.06,107.83,116.75,89.99,133.87
2019-02-26,154.72,141.88,107.85,116.71,90.02,133.85
2019-02-25,154.9,141.9,107.9,116.76,90.04,133.93
2019-02-24,154.95,142.01,107.93,116.7,90.14,133.99
2019-02-23,154.95,142.09,107.9,116.68,90.18,134.02
2019-02-22,154.97,142.18,107.86,116.68,90.17,134.05
2019-02-21,155.02,142.18,107.87,116.71,90.23,134.07
2019-02-20,154.97,142.26,107.92,116.76,90.32,134.1
2019-02-19,155.06,142.3,107.92,116.76,90.46,134.17
2019-02-18,155.13,142.34,107.9,116.69,90.58,134.22
2019-02-17,155.13,142.34,107.9,116.69,90.58,134.22
2019-02-16,155.25,142.43,107.95,116.72,90.59,134.3
2019-02-15,155.3,142.56,107.95,116.74,90.44,134.33
2019-02-14,155.37,142.59,108,116.63,90.5,134.37
2019-02-13,155.44,142.62,107.99,116.64,90.53,134.41
2019-02-12,155.51,142.74,107.99,116.64,90.59,134.48
2019-02-11,155.6,142.75,107.94,116.62,90.66,134.52
2019-02-10,155.64,142.84,107.92,116.66,90.68,134.56
2019-02-09,155.66,142.86,107.91,116.66,90.78,134.59
2019-02-08,155.63,142.97,107.81,116.67,90.88,134.61
2019-02-07,155.77,143.05,107.82,116.65,90.92,134.69
2019-02-06,155.85,143.07,107.88,116.65,90.94,134.74
2019-02-05,155.85,143.14,107.89,116.63,90.97,134.76
2019-02-04,155.89,143.21,107.91,116.7,90.99,134.8
2019-02-03,155.95,143.29,107.92,116.68,91.05,134.86
2019-02-02,156.04,143.35,107.97,116.65,91.11,134.92
2019-02-01,156.09,143.42,108,116.65,91.14,134.97
2019-01-31,156.17,143.48,108.02,116.66,91.14,135.02
2019-01-30,156.24,143.54,108.02,116.68,91.22,135.07
2019-01-29,156.3,143.55,108.05,116.65,91.29,135.11
2019-01-28,156.35,143.54,108.05,116.69,91.35,135.14
2019-01-27,156.42,143.63,108.03,116.71,91.42,135.2
2019-01-26,156.53,143.67,108.03,116.78,91.29,135.23
2019-01-25,156.58,143.74,108.07,116.69,91.37,135.29
2019-01-24,156.64,143.86,108.11,116.66,91.43,135.35
2019-01-23,156.71,143.98,108.13,116.64,91.43,135.41
2019-01-22,156.78,144.13,107.99,116.7,91.37,135.45
2019-01-21,156.78,144.14,107.98,116.68,91.4,135.45
2019-01-20,156.89,144.24,107.95,116.62,91.4,135.51
2019-01-19,156.98,144.37,107.97,116.69,91.45,135.59
2019-01-18,157.05,144.49,108.02,116.72,91.4,135.65
2019-01-17,157.12,144.55,108.08,116.82,91.5,135.72
2019-01-16,157.19,144.58,108.11,116.82,91.55,135.77
2019-01-15,157.26,144.67,108.11,116.81,91.63,135.83
2019-01-14,157.33,144.75,108.16,116.84,91.69,135.9
2019-01-13,157.42,144.82,108.17,116.86,91.73,135.96
2019-01-12,157.48,145.01,108.18,116.94,91.81,136.05
2019-01-11,157.6,145.09,108.2,116.94,91.86,136.13
2019-01-10,157.71,145.19,108.2,116.93,91.89,136.2
2019-01-09,157.8,145.23,108.22,116.92,91.87,136.25
2019-01-08,157.89,145.25,108.21,116.95,91.95,136.3
2019-01-07,157.97,145.36,108.22,116.94,91.97,136.37
2019-01-06,158.03,145.49,108.25,117.04,92,136.44
2019-01-05,158.11,145.58,108.26,117.04,92.04,136.5
2019-01-04,158.16,145.64,108.28,117.05,92.09,136.54
2019-01-03,158.14,145.7,108.3,117.08,92.11,136.56
2019-01-02,158.19,145.73,108.29,117.08,92.13,136.59
2019-01-01,158.25,145.76,108.3,117.07,92.12,136.62
2018-12-31,158.31,145.82,108.3,117.06,92.12,136.66
2018-12-30,158.35,145.85,108.31,117.07,92.15,136.68
2018-12-29,158.43,145.89,108.31,117.08,92.17,136.73
2018-12-28,158.48,145.94,108.3,117.08,92.18,136.76
2018-12-27,158.54,145.96,108.29,117.01,92.17,136.78
2018-12-26,158.6,146.05,108.22,116.97,92.18,136.81
2018-12-25,158.67,146.13,108.27,116.95,92.26,136.88
2018-12-24,158.72,146.15,108.28,116.86,92.32,136.91
2018-12-23,158.77,146.2,108.28,116.89,92.34,136.95
2018-12-22,158.79,146.3,108.31,116.85,92.37,136.98
2018-12-21,158.93,146.31,108.31,116.86,92.31,137.03
2018-12-20,159.35,146.35,108.27,116.92,92.49,137.23
2018-12-19,159.42,146.43,108.28,116.92,92.49,137.28
2018-12-18,159.48,146.49,108.29,116.94,92.54,137.33
2018-12-17,159.65,146.56,108.32,116.94,92.59,137.42
2018-12-16,159.78,146.65,108.37,116.99,92.61,137.51
2018-12-15,159.88,146.74,108.37,116.92,92.68,137.58
2018-12-14,159.84,146.84,108.37,116.89,92.54,137.56
2018-12-13,159.92,146.99,108.39,116.95,92.59,137.64
2018-12-12,159.94,147.11,108.34,116.93,92.64,137.68
2018-12-11,160.05,147.22,108.35,116.93,92.73,137.77
2018-12-10,160.25,147.33,108.37,116.86,92.75,137.87
2018-12-09,160.24,147.37,108.37,116.8,92.79,137.89
2018-12-08,160.31,147.44,108.39,116.76,92.88,137.95
2018-12-07,160.41,147.54,108.41,116.76,92.9,138.02
2018-12-06,160.58,147.6,108.44,116.77,93.01,138.12
2018-12-05,160.66,147.68,108.46,116.75,93,138.18
2018-12-04,160.85,147.74,108.43,116.75,92.99,138.26
2018-12-03,160.96,147.82,108.48,116.76,92.98,138.33
2018-12-02,161.04,147.89,108.47,116.8,93.01,138.38
2018-12-01,161.13,147.93,108.5,116.81,93.03,138.44
2018-11-30,161.24,148.04,108.53,116.81,93.03,138.51
2018-11-29,161.43,148.18,108.51,116.67,93.09,138.62
2018-11-28,161.48,148.19,108.5,116.7,93.16,138.65
2018-11-27,161.54,148.21,108.51,116.74,93.13,138.68
2018-11-26,161.68,148.28,108.56,116.71,93.18,138.77
2018-11-25,161.81,148.4,108.54,116.59,93.18,138.84
2018-11-24,161.93,148.48,108.56,116.62,93.18,138.91
2018-11-23,161.91,148.58,108.57,116.61,93.13,138.92
2018-11-22,162.08,148.61,108.57,116.6,93.13,139
2018-11-21,162.14,148.73,108.53,116.67,93.22,139.06
2018-11-20,162.26,148.71,108.5,116.68,93.29,139.11
2018-11-19,162.3,148.8,108.51,116.69,93.25,139.14
2018-11-18,162.33,148.96,108.52,116.65,93.16,139.18
2018-11-17,162.44,149.04,108.58,116.64,93.3,139.27
2018-11-16,162.53,149.13,108.56,116.61,93.4,139.33
2018-11-15,162.58,149.18,108.58,116.65,93.4,139.37
2018-11-14,162.64,149.17,108.65,116.66,93.4,139.4
2018-11-13,162.72,149.13,108.63,116.65,93.35,139.41
2018-11-12,162.97,149.18,108.68,116.67,93.35,139.53
2018-11-11,163.13,149.23,108.67,116.7,93.32,139.6
2018-11-10,163.07,149.24,108.66,116.67,93.37,139.58
2018-11-09,163.03,149.27,108.65,116.7,93.46,139.59
2018-11-08,163.11,149.35,108.61,116.81,93.57,139.66
2018-11-07,163.13,149.4,108.57,116.8,93.59,139.67
2018-11-06,163.21,149.33,108.55,116.79,93.59,139.68
2018-11-05,163.25,149.37,108.53,116.78,93.67,139.71
2018-11-04,163.34,149.38,108.52,116.76,93.67,139.75
2018-11-03,163.42,149.41,108.55,116.74,93.68,139.79
2018-11-02,163.48,149.44,108.56,116.75,93.7,139.83
